ClipID,Boredom,Engagement,Confusion,Frustration 
33702102710.mp4,0,3,0,0
33702102740.mp4,1,3,1,0
3370210280.mp4,0,3,0,0
33702102820.mp4,2,3,0,1
33702102840.mp4,0,3,0,0
33702102850.mp4,0,3,0,0
33702102870.mp4,0,3,0,0
33702102880.mp4,0,3,0,0
342227010.avi,1,3,0,2
342227011.avi,0,3,0,0
3422270111.avi,1,1,1,1
3422270112.avi,0,3,0,0
3422270115.avi,1,2,0,0
3422270116.avi,0,3,0,0
3422270117.avi,1,2,0,0
3422270118.avi,1,2,1,0
3422270121.avi,0,3,0,0
3422270122.avi,0,3,1,0
3422270123.avi,0,3,1,0
3422270126.avi,1,2,1,1
3422270127.avi,1,3,0,0
3422270128.avi,0,3,0,0
3422270129.avi,1,1,1,1
342227013.avi,0,3,0,0
3422270130.avi,1,2,0,0
3422270131.avi,1,2,0,0
3422270133.avi,0,3,0,0
3422270134.avi,0,3,1,1
3422270135.avi,2,2,0,1
3422270138.avi,0,3,0,0
3422270139.avi,0,3,0,0
3422270140.avi,0,3,1,0
3422270141.avi,1,2,1,0
3422270142.avi,1,2,0,0
3422270143.avi,0,3,1,0
3422270144.avi,1,3,0,0
3422270149.avi,0,2,0,0
3422270151.avi,0,2,0,0
3422270152.avi,0,2,0,0
3422270153.avi,1,2,1,1
3422270154.avi,0,3,0,0
3422270155.avi,1,2,2,0
3422270157.avi,1,2,1,0
3422270158.avi,0,2,0,0
3422270160.avi,1,2,0,1
3422270165.avi,0,3,0,0
3422270166.avi,1,3,1,1
3422270167.avi,1,1,1,0
3422270168.avi,1,3,1,1
3422270169.avi,0,3,1,0
3422270171.avi,1,2,0,0
3422270172.avi,0,3,0,0
342227020.avi,1,3,1,0
342227021.avi,1,3,1,0
3422270210.avi,0,3,0,0
3422270211.avi,0,3,0,0
3422270212.avi,1,2,1,0
3422270213.avi,1,3,1,1
3422270215.avi,0,2,1,0
3422270216.avi,1,3,1,1
3422270217.avi,0,3,0,0
3422270219.avi,1,2,0,1
3422270220.avi,1,2,1,1
3422270221.avi,0,2,1,0
3422270222.avi,1,3,1,1
3422270223.avi,0,3,0,0
3422270224.avi,0,3,0,0
3422270225.avi,0,2,0,0
3422270227.avi,1,2,1,1
342227023.avi,1,3,0,0
3422270230.avi,0,2,1,0
3422270238.avi,0,3,0,0
3422270239.avi,1,3,1,1
342227024.avi,0,3,0,0
3422270240.avi,0,2,0,0
3422270241.avi,0,3,0,0
3422270242.avi,1,3,0,0
3422270244.avi,1,2,0,0
3422270245.avi,0,3,0,0
3422270246.avi,0,2,1,1
3422270247.avi,1,3,0,0
3422270249.avi,0,2,0,0
342227025.avi,0,3,0,0
3422270250.avi,0,3,0,0
3422270251.avi,1,2,1,0
3422270252.avi,1,3,0,0
3422270253.avi,1,3,1,0
3422270254.avi,1,3,1,1
3422270255.avi,1,3,1,0
3422270256.avi,1,3,1,0
3422270257.avi,1,2,1,0
3422270261.avi,1,3,0,0
3422270262.avi,1,2,1,1
3422270263.avi,0,3,0,0
3422270264.avi,0,3,0,0
3422270267.avi,1,3,2,0
3422270268.avi,1,3,1,0
3422270269.avi,0,3,0,0
342227027.avi,1,3,1,0
3422270274.avi,2,2,1,1
3422270278.avi,0,3,0,0
3422270279.avi,0,3,0,0
3422270280.avi,0,3,1,0
3422270281.avi,1,3,1,1
342227029.avi,0,3,1,0
350361011.avi,2,2,1,0
3503610110.avi,0,3,1,1
3503610111.avi,0,3,0,0
3503610112.avi,0,3,0,0
3503610113.avi,0,2,0,0
3503610114.avi,1,2,1,0
3503610115.avi,1,2,1,0
3503610116.avi,0,3,0,0
3503610117.avi,0,3,0,0
3503610118.avi,1,3,1,0
3503610119.avi,1,3,1,0
350361012.avi,0,3,0,0
3503610120.avi,1,2,1,2
3503610121.avi,1,3,0,1
3503610122.avi,0,3,0,0
3503610123.avi,1,3,1,0
3503610124.avi,0,3,0,0
3503610125.avi,0,3,0,0
3503610126.avi,1,3,0,0
3503610127.avi,0,2,3,0
3503610128.avi,1,3,0,0
3503610129.avi,1,2,1,1
350361013.avi,1,2,1,0
3503610130.avi,1,3,0,0
3503610131.avi,1,3,0,0
3503610132.avi,1,3,1,0
3503610133.avi,1,2,1,0
3503610134.avi,1,3,0,0
3503610135.avi,0,3,0,0
3503610136.avi,0,3,0,0
3503610137.avi,1,2,1,0
3503610138.avi,0,3,0,0
3503610139.avi,1,2,1,1
350361014.avi,0,3,0,0
3503610140.avi,0,3,0,0
3503610141.avi,0,3,0,0
3503610142.avi,0,2,0,0
3503610143.avi,1,3,0,0
3503610144.avi,1,3,0,0
3503610145.avi,1,3,0,0
3503610146.avi,0,3,0,0
3503610147.avi,0,3,0,0
3503610148.avi,0,3,0,0
3503610149.avi,1,2,1,1
350361015.avi,1,3,0,0
3503610150.avi,1,3,0,0
3503610151.avi,0,3,0,0
3503610152.avi,1,3,0,0
3503610154.avi,1,3,1,1
3503610156.avi,1,3,0,0
3503610157.avi,1,2,0,0
3503610158.avi,2,1,1,1
350361016.avi,1,2,0,1
3503610163.avi,1,3,1,0
3503610168.avi,0,0,2,2
350361017.avi,0,3,0,0
350361019.avi,0,3,1,1
350361021.avi,0,3,0,0
3503610210.avi,0,3,0,0
3503610212.avi,1,3,1,0
3503610213.avi,1,2,1,0
3503610214.avi,1,2,0,1
3503610217.avi,0,3,0,0
350361022.avi,1,2,0,0
3503610223.avi,0,3,0,1
3503610224.avi,0,3,0,0
3503610225.avi,0,3,0,0
3503610226.avi,0,3,1,0
3503610227.avi,1,3,0,0
3503610228.avi,2,3,0,0
350361023.avi,0,3,0,0
3503610230.avi,0,3,0,0
3503610231.avi,0,3,0,0
3503610233.avi,0,3,1,0
3503610234.avi,0,2,0,0
3503610235.avi,0,3,1,1
3503610236.avi,2,3,0,0
3503610237.avi,0,3,0,0
3503610238.avi,0,3,0,0
350361024.avi,0,3,0,0
3503610240.avi,0,3,0,0
3503610241.avi,0,2,0,0
3503610242.avi,0,3,0,0
3503610245.avi,0,3,0,0
3503610246.avi,0,3,0,0
3503610248.avi,0,3,1,0
3503610250.avi,0,3,0,0
3503610251.avi,2,2,1,0
3503610252.avi,1,3,0,0
3503610253.avi,0,3,0,0
3503610254.avi,1,3,0,0
3503610255.avi,2,2,1,0
3503610256.avi,0,3,0,0
3503610257.avi,0,3,0,0
350361026.avi,1,3,0,0
3503610260.avi,1,3,1,0
3503610261.avi,0,3,0,0
3503610264.avi,0,3,0,0
3503610265.avi,1,2,0,0
3503610266.avi,1,3,0,0
3503610267.avi,0,3,0,0
3503610268.avi,1,3,0,0
3503610269.avi,0,2,1,1
3503610270.avi,0,3,0,0
3503610272.avi,2,2,1,1
3503610273.avi,0,3,0,0
3503610275.avi,1,2,0,2
3503610276.avi,1,2,0,0
3503610277.avi,0,3,0,0
3503610278.avi,1,2,0,0
3503610279.avi,0,3,0,0
350361028.avi,1,1,1,1
350361029.avi,1,2,0,1
4000181002.avi,2,2,1,0
4000181004.avi,3,1,0,1
4000181005.avi,1,2,1,2
4000181006.avi,2,2,0,0
4000181007.avi,1,2,0,0
4000181008.avi,2,2,2,2
4000181010.avi,0,2,0,0
4000181011.avi,2,2,1,1
4000181012.avi,3,2,0,0
4000181013.avi,0,3,2,0
4000181014.avi,0,3,1,1
4000181015.avi,2,1,2,2
4000181016.avi,0,2,2,0
4000181017.avi,0,2,2,0
4000181019.avi,1,2,0,0
4000181020.avi,2,3,1,1
4000181022.avi,2,3,2,2
4000181023.avi,1,2,1,1
4000181024.avi,3,3,0,1
4000181026.avi,0,3,0,0
4000181027.avi,0,2,0,0
4000181028.avi,0,3,0,0
4000181029.avi,1,2,2,1
4000181030.avi,1,3,2,0
4000181031.avi,1,2,0,0
4000181032.avi,2,2,1,1
4000181033.avi,0,3,0,0
4000181035.avi,0,3,0,0
4000181036.avi,1,2,0,0
4000181037.avi,1,2,1,1
4000181039.avi,1,2,1,0
4000181041.avi,1,3,1,1
4000181042.avi,2,3,2,0
4000181043.avi,2,2,0,0
4000181044.avi,0,3,0,0
4000181045.avi,2,2,0,0
4000181046.avi,1,2,1,1
4000181047.avi,1,2,1,0
4000181048.avi,0,3,0,0
4000181049.avi,0,3,0,0
4000181053.avi,1,2,2,1
4000181054.avi,1,2,0,0
4000181055.avi,0,2,0,0
4000181056.avi,0,3,0,0
4000181057.avi,2,2,0,0
4000181060.avi,2,2,0,0
4000181061.avi,0,3,0,0
4000181062.avi,1,2,0,0
4000181063.avi,2,2,0,1
4000181064.avi,2,2,2,1
4000181065.avi,2,2,0,0
4000181066.avi,0,3,0,0
4000181067.avi,1,2,0,0
4000181068.avi,2,2,2,0
4000181069.avi,1,2,1,0
4000181070.avi,1,3,0,0
4000181072.avi,2,2,0,1
4000181073.avi,1,2,0,0
4000181074.avi,1,2,0,0
4000181075.avi,1,2,0,0
4000181076.avi,0,2,0,1
4000181077.avi,0,2,2,0
4000181078.avi,0,3,0,0
4000181079.avi,0,2,0,0
4000181080.avi,0,3,0,0
4000182003.avi,0,3,0,0
4000182004.avi,2,2,0,0
4000182005.avi,1,2,0,0
4000182006.avi,1,2,0,0
4000182007.avi,1,3,0,0
4000182008.avi,1,2,1,1
4000182009.avi,0,3,0,0
4000182010.avi,1,3,0,0
4000182011.avi,2,2,0,0
4000182013.avi,0,3,0,0
4000182014.avi,0,3,0,0
4000182015.avi,2,2,0,2
4000182016.avi,0,2,0,1
4000182017.avi,0,3,0,0
4000182018.avi,2,2,0,0
4000182020.avi,1,3,1,1
4000182022.avi,3,2,0,2
4000182024.avi,2,2,0,0
4000182025.avi,0,3,2,0
4000182026.avi,0,2,2,1
4000182027.avi,1,2,0,0
4000182028.avi,1,2,0,0
4000182029.avi,1,2,0,0
4000182030.avi,1,3,0,0
4000182031.avi,0,2,0,0
4000182032.avi,0,3,0,0
4000182033.avi,1,2,0,0
4000182035.avi,2,1,0,2
4000182036.avi,1,2,0,1
4000182037.avi,2,2,1,1
4000182038.avi,2,2,0,0
4000182039.avi,2,2,0,0
4000182040.avi,0,3,0,0
4000182041.avi,1,3,0,0
4000182042.avi,0,3,0,0
4000182044.avi,1,3,0,0
4000182046.avi,2,2,1,0
4000182047.avi,0,2,0,0
4000182049.avi,0,3,0,0
4000182050.avi,0,2,0,1
4000182051.avi,2,2,1,0
4000182053.avi,1,2,0,0
4000182054.avi,0,2,0,0
4000182055.avi,0,2,0,0
4000182058.avi,1,2,0,0
4000182059.avi,2,3,0,0
4000182060.avi,1,3,2,0
4000182062.avi,2,2,1,1
4000182063.avi,1,2,0,0
4000182064.avi,0,3,0,0
4000182067.avi,2,2,1,2
4000182068.avi,2,2,0,1
4000182069.avi,0,2,0,0
4000221001.avi,0,2,0,0
4000221002.avi,1,3,0,0
4000221006.avi,1,2,0,0
4000221008.avi,0,3,0,0
4000221009.avi,2,2,0,0
4000221010.avi,2,2,1,1
4000221011.avi,2,2,1,0
4000221013.avi,3,2,0,0
4000221014.avi,2,2,0,1
4000221015.avi,3,2,3,0
4000221016.avi,0,3,0,0
4000221017.avi,0,3,0,0
4000221018.avi,0,2,0,0
4000221024.avi,3,2,0,1
4000221033.avi,1,2,0,0
4000221034.avi,2,2,0,0
4000221035.avi,2,2,0,0
4000221036.avi,3,2,0,0
4000221040.avi,1,1,1,1
4000221041.avi,2,2,0,0
4000221042.avi,3,3,1,0
4000221054.avi,0,2,0,0
4000221055.avi,3,2,0,0
4000221061.avi,0,3,0,0
4000221062.avi,2,3,0,0
4000221064.avi,1,2,0,1
4000221065.avi,3,2,0,0
4000221066.avi,2,2,0,0
4000221067.avi,0,2,1,0
4000221071.avi,2,2,0,0
4000221072.avi,2,2,0,0
4000222001.avi,0,3,0,0
4000222003.avi,2,2,0,1
4000222004.avi,2,3,0,0
4000222007.avi,2,2,0,0
4000222012.avi,0,3,0,0
4000222013.avi,2,2,0,1
4000222014.avi,2,2,1,1
4000222015.avi,2,2,1,1
4000222017.avi,2,2,0,0
4000222031.avi,1,1,0,0
4000222032.avi,2,0,2,2
4000222035.avi,3,2,0,0
4000222036.avi,2,1,0,0
4000222038.avi,1,3,0,0
4000222039.avi,2,3,0,0
4000222040.avi,2,2,1,0
4000222041.avi,2,1,0,0
4000222042.avi,3,2,0,0
4000222044.avi,3,2,1,0
4000222045.avi,0,2,0,0
4000222046.avi,0,3,0,0
4000222051.avi,2,2,0,0
4000222052.avi,2,2,0,0
4000222054.avi,0,3,0,1
4000222056.avi,1,2,0,0
4000222057.avi,1,2,0,0
4000222068.avi,2,2,2,2
4000222069.avi,2,2,2,2
4000222070.avi,2,3,0,0
4000231001.avi,0,3,0,0
4000231008.avi,1,2,0,0
4000231010.avi,0,2,0,0
4000231011.avi,0,3,0,0
4000231012.avi,1,3,1,0
4000231013.avi,1,2,1,0
4000231014.avi,0,2,0,0
4000231021.avi,0,3,0,0
4000231032.avi,0,3,0,0
4000231033.avi,1,2,1,1
4000231034.avi,0,2,0,1
4000231037.avi,0,3,1,1
4000231038.avi,0,3,0,0
4000231047.avi,1,2,0,0
4000231049.avi,0,2,1,0
4000231052.avi,1,2,1,0
4000231060.avi,0,2,0,0
4000231061.avi,1,2,0,0
4000231063.avi,1,2,0,0
4000231065.avi,0,3,0,0
4000231070.avi,0,3,2,0
4000231071.avi,1,2,0,0
4000231073.avi,0,2,0,0
4000231074.avi,0,3,0,0
4000231081.avi,0,3,0,0
4000232001.avi,0,2,1,0
4000232004.avi,0,2,0,0
4000232005.avi,1,2,0,0
4000232006.avi,0,2,0,0
4000232007.avi,0,3,0,0
4000232010.avi,0,2,0,0
4000232016.avi,0,3,0,0
4000232017.avi,0,3,0,0
4000232018.avi,0,3,0,0
4000232022.avi,2,2,0,0
4000232024.avi,0,2,0,0
4000232027.avi,0,3,0,0
4000232034.avi,0,2,0,0
4000232035.avi,2,3,0,0
4000232036.avi,0,3,1,1
4000232037.avi,0,2,0,0
4000232038.avi,0,2,0,0
4000232042.avi,1,2,1,0
4000232044.avi,0,3,0,0
4000232045.avi,0,3,0,0
4000232048.avi,0,2,0,0
4000232051.avi,0,2,0,0
4000232054.avi,1,2,0,0
4000232059.avi,2,2,0,0
4000232062.avi,2,2,0,0
4000232065.avi,0,2,0,0
4000232068.avi,1,3,0,0
4000232071.avi,2,1,0,2
4000232072.avi,1,2,0,0
4000301002.avi,2,2,0,0
4000301003.avi,2,2,1,1
4000301005.avi,3,1,0,2
4000301006.avi,2,1,1,0
4000301007.avi,2,2,0,1
4000301008.avi,1,2,0,0
4000301010.avi,2,1,0,0
4000301011.avi,2,0,0,0
4000301012.avi,3,2,0,0
4000301013.avi,1,2,0,0
4000301014.avi,1,2,0,0
4000301015.avi,3,2,0,0
4000301016.avi,0,2,0,0
4000301018.avi,0,2,0,0
4000301019.avi,2,2,1,0
4000301020.avi,1,2,0,0
4000301021.avi,2,1,0,0
4000301022.avi,2,3,1,0
4000301023.avi,0,3,0,0
4000301025.avi,0,3,0,0
4000301026.avi,0,2,0,0
4000301027.avi,0,2,2,0
4000301028.avi,3,0,0,0
4000301030.avi,0,0,0,0
4000301031.avi,3,2,0,0
4000301032.avi,0,3,0,0
4000301034.avi,1,2,0,0
4000301038.avi,0,3,0,0
4000301039.avi,0,3,0,0
4000301040.avi,3,3,0,0
4000301041.avi,0,3,0,0
4000301042.avi,0,0,0,0
4000301043.avi,0,3,0,0
4000301044.avi,0,2,1,0
4000301045.avi,0,3,0,0
4000301047.avi,0,3,0,0
4000301049.avi,3,1,0,0
4000301052.avi,0,3,0,0
4000301053.avi,0,2,0,0
4000301054.avi,1,2,0,0
4000301055.avi,2,1,1,1
4000301056.avi,1,2,0,0
4000301057.avi,0,2,0,0
4000301058.avi,3,2,0,0
4000301059.avi,0,2,0,0
4000301060.avi,1,1,0,0
4000301061.avi,2,2,0,0
4000301062.avi,0,2,0,0
4000301063.avi,0,3,0,0
4000301064.avi,0,2,0,0
4000301065.avi,2,1,0,1
4000301066.avi,3,1,0,0
4000301067.avi,3,1,0,0
4000301068.avi,3,2,0,0
4000301069.avi,2,2,0,0
4000301070.avi,3,0,1,0
4000301071.avi,3,2,0,0
4000301072.avi,0,3,0,0
4000301073.avi,0,3,0,0
4000301074.avi,0,2,0,0
4000301076.avi,3,2,0,0
4000301079.avi,3,2,0,0
4000331001.avi,0,2,0,0
4000331002.avi,0,2,0,0
4000331003.avi,0,3,0,0
4000331004.avi,0,3,0,0
4000331005.avi,0,3,0,0
4000331006.avi,0,3,1,1
4000331007.avi,0,2,0,0
4000331008.avi,0,3,0,0
4000331011.avi,0,3,0,0
4000331012.avi,0,3,0,0
4000331013.avi,2,2,2,0
4000331015.avi,1,2,1,2
4000331017.avi,2,2,0,1
4000331019.avi,0,3,0,0
4000331020.avi,0,3,0,0
4000331021.avi,1,2,1,1
4000331022.avi,1,2,1,0
4000331023.avi,0,3,0,0
4000331025.avi,1,3,0,0
4000331027.avi,0,3,0,0
4000331029.avi,1,2,0,0
4000331030.avi,0,2,0,0
4000331031.avi,0,2,0,0
4000331032.avi,0,2,0,0
4000331033.avi,1,3,0,0
4000331035.avi,0,3,0,0
4000331036.avi,2,2,0,0
4000331037.avi,2,2,1,1
4000331038.avi,0,3,0,0
4000331039.avi,1,2,1,0
4000331040.avi,1,2,0,0
4000331041.avi,1,2,0,0
4000331042.avi,0,3,0,0
4000331043.avi,1,3,0,0
4000331044.avi,1,3,0,1
4000331045.avi,0,2,0,0
4000331046.avi,0,2,0,0
4000331051.avi,2,2,0,0
4000331052.avi,0,3,0,0
4000331053.avi,0,3,0,0
4000331054.avi,0,2,2,1
4000331055.avi,2,2,0,0
4000331056.avi,1,2,2,0
4000331057.avi,0,3,0,2
4000331058.avi,1,2,1,2
4000331060.avi,1,2,0,0
4000331062.avi,0,2,0,0
4000331063.avi,2,2,0,0
4000331064.avi,2,2,2,2
4000331067.avi,0,3,1,0
4000331068.avi,0,2,0,0
4000331069.avi,0,2,0,1
4000332001.avi,0,2,0,0
4000332002.avi,1,2,0,0
4000332007.avi,0,2,0,0
4000332008.avi,1,3,0,0
4000332009.avi,0,2,1,0
4000332010.avi,1,2,0,0
4000332012.avi,1,2,2,0
4000332013.avi,0,2,0,0
4000332014.avi,0,3,0,0
4000332015.avi,2,2,1,1
4000332017.avi,0,3,0,0
4000332019.avi,0,2,0,0
4000332020.avi,0,2,0,0
4000332021.avi,1,2,0,0
4000332022.avi,1,2,0,0
4000332023.avi,1,2,1,1
4000332025.avi,0,3,0,0
4000332027.avi,0,2,0,0
4000332030.avi,2,3,0,0
4000332031.avi,2,2,0,0
4000332032.avi,1,2,0,0
4000332034.avi,1,3,0,0
4000332035.avi,0,2,0,0
4000332036.avi,1,3,0,0
4000332037.avi,1,3,1,0
4000332038.avi,1,2,0,0
4000332039.avi,1,2,1,1
4000332041.avi,0,3,0,0
4000332044.avi,0,3,0,0
4000332045.avi,2,3,0,0
4000332046.avi,2,2,2,1
4000332048.avi,0,3,0,0
4000332050.avi,0,3,2,2
4000332051.avi,2,2,0,0
4000332052.avi,0,2,0,0
4000332057.avi,1,2,0,0
4000332059.avi,2,2,1,2
4000332060.avi,0,3,2,0
4000332061.avi,1,2,0,0
4000332062.avi,0,2,0,0
4000332063.avi,0,3,0,0
4000332064.avi,1,2,0,0
4000332066.avi,0,3,0,0
4000332067.avi,0,3,0,0
4000332068.avi,0,3,0,0
4000332071.avi,1,2,0,1
4000332072.avi,2,2,0,0
4000332073.avi,2,2,2,0
4000332074.avi,1,3,2,1
4000332075.avi,2,2,2,2
4000332077.avi,3,3,1,3
4000332078.avi,2,2,0,1
4000332079.avi,1,3,1,2
4000332080.avi,0,3,0,0
4000332081.avi,0,2,0,2
4000332082.avi,3,1,2,0
401835011.mp4,0,3,1,0
4018350112.mp4,1,2,0,0
4018350115.mp4,1,3,0,0
4018350116.mp4,0,2,1,0
4018350118.mp4,1,3,1,1
4018350119.mp4,1,2,1,0
4018350120.mp4,1,3,0,0
4018350121.mp4,0,3,1,1
4018350122.mp4,1,2,1,0
4018350126.mp4,1,2,1,1
4018350127.mp4,3,2,1,1
401835013.mp4,0,3,0,0
4018350130.mp4,1,3,0,0
4018350132.mp4,1,3,0,0
4018350134.mp4,0,3,0,0
4018350136.mp4,1,3,0,0
4018350137.mp4,1,3,1,0
4018350138.mp4,0,3,0,0
4018350139.mp4,0,3,0,0
4018350140.mp4,1,3,0,0
4018350141.mp4,0,3,0,0
4018350143.mp4,1,3,0,1
4018350144.mp4,1,2,0,0
4018350145.mp4,1,2,0,1
4018350146.mp4,1,3,1,0
4018350147.mp4,1,2,0,1
4018350149.mp4,0,3,0,0
401835015.mp4,2,1,1,0
4018350150.mp4,1,2,0,0
4018350152.mp4,0,3,0,0
4018350156.mp4,1,3,0,1
4018350157.mp4,0,3,0,0
4018350159.mp4,0,3,0,0
4018350160.mp4,1,3,1,0
4018350161.mp4,0,3,1,0
4018350162.mp4,0,3,0,0
4018350163.mp4,1,3,2,1
4018350166.mp4,1,3,0,0
4018350167.mp4,0,3,0,0
401835017.mp4,0,2,1,1
401835018.mp4,0,3,0,0
401835021.mp4,1,2,1,1
4018350213.mp4,1,3,1,0
4018350215.mp4,1,2,2,1
4018350217.mp4,1,2,1,0
4018350219.mp4,0,2,0,0
4018350220.mp4,0,3,0,0
4018350221.mp4,0,2,0,0
4018350222.mp4,0,3,1,0
4018350223.mp4,1,3,1,1
4018350224.mp4,1,2,0,0
4018350225.mp4,0,3,0,0
4018350226.mp4,1,3,0,0
4018350227.mp4,0,3,1,0
4018350231.mp4,1,2,1,0
4018350232.mp4,0,3,0,0
4018350233.mp4,1,2,0,1
4018350234.mp4,1,3,0,0
4018350236.mp4,0,3,1,1
4018350239.mp4,1,2,0,1
401835024.mp4,1,2,2,0
4018350240.mp4,1,2,0,0
4018350241.mp4,0,3,0,0
4018350244.mp4,0,3,0,0
4018350247.mp4,1,2,2,0
4018350251.mp4,1,2,1,0
4018350254.mp4,1,3,1,0
4018350256.mp4,1,3,0,0
4018350257.mp4,1,3,0,0
4018350258.mp4,0,3,0,0
4018350259.mp4,1,2,0,0
4018350260.mp4,0,3,0,0
4018350261.mp4,0,3,1,1
4018350263.mp4,1,2,0,0
4018350268.mp4,0,3,1,0
4018350269.mp4,1,3,1,0
4018350274.mp4,0,2,0,0
4018350276.mp4,1,3,0,1
4018350277.mp4,1,2,0,0
4018350279.mp4,1,2,0,0
401835028.mp4,1,3,1,0
4018350281.mp4,2,2,0,0
4018350282.mp4,1,1,0,1
4100191001.avi,2,2,0,0
4100191002.avi,0,2,0,1
4100191003.avi,1,3,1,1
4100191004.avi,0,3,0,0
4100191006.avi,2,2,0,0
4100191007.avi,1,2,0,0
4100191008.avi,2,1,2,1
4100191010.avi,1,2,2,0
4100191012.avi,1,2,3,0
4100191014.avi,2,2,0,0
4100191016.avi,1,2,1,0
4100191017.avi,2,2,2,1
4100191018.avi,3,3,0,0
4100191020.avi,3,3,2,1
4100191021.avi,2,2,0,1
4100191023.avi,1,2,2,1
4100191024.avi,2,2,2,2
4100191025.avi,2,2,1,0
4100191026.avi,1,2,0,0
4100191030.avi,3,3,0,0
4100191031.avi,2,2,1,1
4100191032.avi,3,2,0,0
4100191033.avi,3,0,1,0
4100191034.avi,2,3,2,0
4100191035.avi,2,2,0,0
4100191038.avi,2,2,0,1
4100191039.avi,2,2,0,0
4100191041.avi,2,1,0,0
4100191042.avi,2,2,2,1
4100191043.avi,2,2,0,0
4100191045.avi,2,2,0,0
4100191046.avi,2,2,0,0
4100191052.avi,2,2,1,0
4100191053.avi,2,2,0,0
4100192001.avi,2,2,0,0
4100192002.avi,2,2,1,1
4100192003.avi,0,2,0,0
4100192004.avi,2,2,0,0
4100192005.avi,1,2,0,0
4100192006.avi,2,3,0,0
4100192007.avi,3,2,0,2
4100192010.avi,2,1,1,2
4100192011.avi,2,1,0,1
4100192012.avi,2,2,0,2
4100192013.avi,2,2,1,0
4100192014.avi,3,3,0,0
4100192015.avi,2,1,0,2
4100192016.avi,0,1,0,0
4100192019.avi,2,2,1,0
4100192020.avi,2,2,2,0
4100192022.avi,2,2,0,0
4100192023.avi,0,3,0,0
4100192024.avi,2,2,0,0
4100192025.avi,0,3,0,0
4100192026.avi,3,0,0,0
4100192027.avi,2,2,1,1
4100192028.avi,3,3,0,0
4100192029.avi,3,0,3,0
4100192031.avi,3,1,0,2
4100192032.avi,2,3,0,0
4100192033.avi,0,2,1,1
4100192034.avi,2,2,1,0
4100192036.avi,2,2,0,0
4100192037.avi,2,2,3,2
4100192038.avi,2,2,1,2
4100192039.avi,2,2,0,0
4100192040.avi,2,2,2,2
4100192043.avi,2,2,1,1
4100192044.avi,2,2,0,0
4100192045.avi,3,2,0,0
4100192046.avi,2,2,0,0
4100192047.avi,3,3,0,0
4100192048.avi,2,2,2,2
4100192049.avi,3,1,1,1
4100192050.avi,2,2,0,0
4100192051.avi,1,2,0,0
4100192052.avi,1,2,0,0
4100192053.avi,3,1,1,0
4100192054.avi,2,2,2,2
4100192055.avi,3,2,0,0
4100192056.avi,3,2,0,0
4100192057.avi,0,3,0,0
4100192058.avi,1,2,0,0
4100192060.avi,2,1,1,1
4100192061.avi,0,2,0,0
4100192062.avi,2,3,0,0
4100192063.avi,2,2,0,0
4100192066.avi,1,2,0,0
4100192068.avi,2,2,0,0
4100201001.avi,0,3,0,0
4100201003.avi,2,2,1,0
4100201004.avi,0,3,0,0
4100201005.avi,1,2,1,1
4100201006.avi,2,2,1,1
4100201007.avi,1,2,1,1
4100201008.avi,0,3,0,0
4100201009.avi,1,2,0,0
4100201010.avi,0,3,0,0
4100201011.avi,3,2,0,0
4100201013.avi,2,3,1,0
4100201014.avi,0,3,0,0
4100201016.avi,2,2,0,0
4100201017.avi,0,3,0,0
4100201018.avi,0,3,0,0
4100201020.avi,0,3,0,0
4100201021.avi,1,2,0,1
4100201022.avi,0,3,0,0
4100201023.avi,1,3,0,0
4100201024.avi,0,3,0,0
4100201025.avi,0,3,0,0
4100201026.avi,0,2,2,0
4100201027.avi,0,2,0,0
4100201030.avi,3,1,0,0
4100201031.avi,0,3,0,0
4100201032.avi,3,1,1,0
4100201033.avi,3,2,0,0
4100201034.avi,2,2,0,0
4100201035.avi,2,3,1,0
4100201039.avi,1,1,2,1
4100201040.avi,0,3,0,0
4100201041.avi,0,2,0,0
4100201042.avi,2,3,0,0
4100201043.avi,2,1,2,2
4100201044.avi,3,2,1,0
4100201045.avi,0,2,0,0
4100201046.avi,1,2,1,1
4100201048.avi,2,2,0,0
4100201049.avi,1,3,0,0
4100201051.avi,1,3,0,0
4100201052.avi,0,2,0,0
4100201053.avi,2,2,0,0
4100201054.avi,0,3,0,0
4100201055.avi,0,3,0,0
4100201056.avi,0,2,2,0
4100201058.avi,2,3,1,0
4100201059.avi,1,2,0,0
4100201060.avi,1,2,0,0
4100201061.avi,0,0,0,0
4100201062.avi,1,3,1,1
4100201063.avi,0,2,0,0
4100201064.avi,0,2,0,0
4100201068.avi,0,3,0,0
4100201069.avi,0,3,1,1
4100201071.avi,1,2,0,0
4100201072.avi,1,3,1,0
4100201073.avi,0,3,0,0
4100201074.avi,0,2,1,0
4100201075.avi,0,3,1,0
4100201076.avi,1,2,2,1
4100201078.avi,0,3,0,0
4100201079.avi,2,3,1,0
4100201081.avi,0,2,0,0
4100201082.avi,1,2,0,0
4100202001.avi,1,2,0,0
4100202004.avi,2,2,1,0
4100202005.avi,2,2,0,0
4100202006.avi,2,2,1,1
4100202007.avi,0,3,0,0
4100202008.avi,1,3,0,0
4100202009.avi,0,3,0,0
4100202010.avi,0,2,0,0
4100202011.avi,0,2,0,0
4100202012.avi,0,2,1,1
4100202013.avi,2,2,1,1
4100202014.avi,0,1,0,1
4100202015.avi,0,3,0,1
